suid,capturetime,headline,all_topics,all_people,flagged_people_ids,flagged_people_keys,score,relevant,autolabeler_id,predicted_label,predicted_label_confidence
QU2QL1T0G1L3,2021-06-02T12:27:01.275+00:00,*UK'S JOHNSON: HAVE GOT TO BE `SO CAUTIOUS' ON EASING LOCKDOWN,BIZNEWS;MSCIWORLD;ACEXCLUDE;VIRALILL;GENHEA;HEADS;UKPM;GOV;INFECT;ILLNESS;CORONAVIR;POL;RIF;EUROPE;UKGOV;UK;MSCIDVEUR;BIZNEWS;MSCIWORLD;ACEXCLUDE;DEBTKEY;VIRALILL;G7MEMB;BONDWIRES;GENHEA;HEADS;UKPM;MISC;GOV;INFECT;EMEAREGION;ILLNESS;EQUITYKEY;BGOVBILLGO;CORONAVIR;POL;WORLD;COMMONW;DEVECO;G10MEMB;RIF;GEN;EUROPE;SRCRANK1;BGOVCODES;SPREGIONS;POLIRISK;UKGOV;UK;RATESKEY;MSCIDVEUR;WEU,15096466;2432301,2432301,johnson,-9999,0,2040de85199d454b89a1252fe835f5ee,-9999,1.0
L099VL1A1I4I,2010-04-02T15:33:21.899+00:00,*GEITHNER SAYS HE RESPECTS FED'S INDEPENDENCE,BNALL;BNK;BNSTAFF;BON;BUD;BUSINESS;CBM;CECO;CEN;CNG;COS;ECO;ECOINDIC;FED;FEDSPEAK;FEDSPKHEAD;FIALL;FIASST;FIN;FINMIN;FISUB;FLASHG7;FRX;G10MEMB;G7ECOS;G7MEMB;G8;GBN;GEN;GOV;GOVMISC;HEADS;HOM;HSNG;INDUSTRIES;INF;INTERNAL;LBR;MARKETS;MISC;MMK;MOR;MSCINAMER;MSCIWORLD;NOB;NORTHAM;POL;POLNEWS;REL;RESREL;RIF;RULES;SPREGIONS;SRCRANK1;TRE;US;USB;USECO;USGOV;WASHNEWS;WORLD,1645812;1867829,1645812,geithner,-1,1,e0f85a4a7eb3463c9f03f352da82a936,-2,0.95
OVKLR76JTSE9,2017-08-31T22:13:56.038+00:00,"*TRUMP NOMINATED QUARLES FOR FED GOVENOR, OTTING TO LEAD OCC",ACEXCLUDE;FIN;USECO;OCC;HEADS;CEN;CECO;US;RIF;BIZNEWS;USGOV;BUSINESS;GOVMISC;COS;CNG;GOV;BNK;NORTHAM;MSCINAMER;MSCIWORLD;ECO;G7ECOS;FED;FINNEWS;METALKEY;G8;ACEXCLUDE;FIN;REGIONFILT;USECO;OCC;CMDKEY;GEN;CEN;CECO;HEADS;POLIRISK;WORLD;US;RIF;DEBTKEY;FLASHG7;SPREGIONS;BIZNEWS;USGOV;BUSINESS;NRGKEY;BGOVCODES;AGRKEY;DEVECO;SRCRANK1;GOVMISC;BONDWIRES;CMDGLOMAC;MISC;COS;G7MEMB;G10MEMB;FIASST;CONEWS;FXKEY;CNG;FIALL;GOV;OILKEY;DC;BNK;RATESKEY;NORTHAM;MSCINAMER;GLOBALMACR;MSCIWORLD;BROKERLITE;BZNEWS;RUNEWS;ECO;G7ECOS;FED;INDUSTRIES;EQUITYKEY;CREDITKEY;BGOVBILLGO;FINNEWS,1252249;3617817;5718255;6136219,1252249,trump1,-9999,0,6c91660490cc46638ef6b90970c8809b,-9999,0.9
O6JOG56TTDS8,2016-05-02T10:14:29.984+00:00,"*BUFFETT CREDITS FED ALONG WITH BUSH, OBAMA ADMINISTRATIONS",ACEXCLUDE;FIN;REINSURE;HEADS;US;RIF;BIZNEWS;BUSINESS;ALLFND;INS;MARKETS;FND;COS;USMW;NORTHAM;MSCINAMER;MSCIWORLD;NE;FINNEWS;ACEXCLUDE;FIN;ALLSTATES;PADDIST;REINSURE;HEADS;WORLD;US;RIF;SPREGIONS;BIZNEWS;BUSINESS;ALLFND;INS;BGOVCODES;MARKETS;SRCRANK1;PADD2;BONDWIRES;FND;MISC;COS;CPNYCNT1;G7MEMB;G10MEMB;USMW;NORTHAM;MSCINAMER;MSCIWORLD;NE;INDUSTRIES;EQUITYKEY;BGOVBILLGO;FINNEWS,15135509;3296948,3296948,obama,-9999,0,0c562f691a634724bbab3ca1ff23e12c,-1,0.9
RUKOHFT0G1KW,2023-05-13T01:08:03.196+00:00,*YELLEN: HIGHER LONG-RUN INTEREST RATES WOULD RAISE RISK ON DEBT,BIZNEWS;CNG;MSCIWORLD;NORTHAM;USGOV;ACEXCLUDE;BUSINESS;HEADS;G7ECOS;MARKETS;GOV;US;USECO;POL;GOVMISC;RIF;TRE;FRX;CECO;ECO;MSCINAMER;FINNEWS;BON;G8;TRD;FINMIN;BIZNEWS;CNG;MSCIWORLD;NORTHAM;GLOBALMACR;USGOV;ACEXCLUDE;DEBTKEY;BUSINESS;G7MEMB;BONDWIRES;HEADS;MISC;GOVPL;G7ECOS;FIALL;MARKETS;POLI;GOV;US;CREDITKEY;EQUITYKEY;USECO;BGOVBILLGO;POL;WORLD;GOVMISC;FXKEY;IGO;DEVECO;CEN;G10MEMB;RIF;GEN;CREDIT;TRE;FRX;CECO;SRCRANK1;ECO;MSCINAMER;BGOVCODES;FINNEWS;GCON;DC;LOANS;MONETARY;SPREGIONS;POLIRISK;BON;G8;RATESKEY;FIASST;TRD;FINMIN,1442491;7309444,1442491,yellen,-9999,0,bbc7bb6df21f40e1a879c65abe42173a,0,1.0
R8JDNBT1UM0Z,2022-03-10T15:57:11.935+00:00,*YELLEN SAYS INFLATION FIRST AND FOREMOST IS FED'S JOB,BIZNEWS;MSCIWORLD;NORTHAM;USGOV;ACEXCLUDE;BUSINESS;HEADS;INF;G7ECOS;GOV;US;USECO;GOVMISC;CEN;RIF;TRE;CECO;ECO;MSCINAMER;FINNEWS;FED;FINMIN;METALKEY;BIZNEWS;MSCIWORLD;NORTHAM;GLOBALMACR;ECOSTAT;USGOV;ACEXCLUDE;DEBTKEY;BUSINESS;G7MEMB;BONDWIRES;HEADS;INF;MISC;G7ECOS;FIALL;GOV;US;REGIONFILT;CREDITKEY;RUNEWS;EQUITYKEY;AGRKEY;USECO;BGOVBILLGO;WORLD;GOVMISC;FXKEY;DEVECO;OILKEY;CEN;G10MEMB;RIF;BROKERLITE;TRE;ECOINDIC;CMDKEY;CECO;SRCRANK1;ECO;MSCINAMER;BGOVCODES;FINNEWS;BZNEWS;DC;FLASHG7;FED;SPREGIONS;POLIRISK;NRGKEY;CMDGLOMAC;G8;RATESKEY;FIASST;FINMIN,1442491;6221366,1442491,yellen,0,1,a67e2dc724d546f285815b5c65faaad2,0,0.95
PTW9XAT0G1KW,2019-06-30T04:31:58.478+00:00,"*TRUMP: WE'RE NOT PLAYING ON FAIR FIELD, FED HASN'T HELPED US",BIZNEWS;MSCIWORLD;NORTHAM;USGOV;ACEXCLUDE;ASIAX;HEADS;BFWGOV;GOV;US;NASIA;EXE;RIF;BFWDC;MSCIEMAS;SKOREA;MSCINAMER;KOREA;EM;FIRSTWORD;BFW;NKOREA;ASIA;BIZNEWS;MSCIWORLD;NORTHAM;USGOV;ACEXCLUDE;ASIAX;G7MEMB;BONDWIRES;HEADS;MISC;BFWGOV;GOV;KRNEWS;US;UNSANCTION;NASIA;REGIONFILT;EQUITYKEY;EXE;BGOVBILLGO;WORLD;DEVECO;G10MEMB;RIF;GEN;BFWDC;FWDCFOR;MSCIEMAS;SRCRANK1;SKOREA;MSCINAMER;KOREA;BGOVCODES;BZNEWS;DC;SPREGIONS;POLIRISK;EM;FIRSTWORD;BFW;NKOREA;ASIA,1252249;16338138;17299890;17768327,1252249,trump1,1,1,3ae56915f43c4386aab02d78ab2d1712,1,0.9
KIV8SE0D9L35,2009-04-29T14:12:14.520+00:00,*DARLING SAYS THERE IS VERY HEALTHY APPETITE FOR GILTS,BNALL;BNSTAFF;BOE;BON;BUD;BUSINESS;CBM;CECO;CEN;ECO;ECOINDIC;ESCB;EUROPE;FIALL;FIASST;FISUB;FRX;G10MEMB;G7ECOS;G7MEMB;GBN;GEN;GLT;GOV;GOVMISC;HEADS;INF;INTERNAL;MARKETS;MISC;MMK;MSCIDVEUR;MSCIWORLD;RIF;SPREGIONS;UK;UKECO;WORLD,13391146;1711120,13391146,darling,-9999,0,41027ae21763434f892f6b3ecca0f779,-9999,1.0
OYT3AK6TTDS1,2017-11-02T19:54:20.774+00:00,*GOP SEN. SCOTT SAYS HAS QUESTIONS FOR TRUMP FED PICK POWELL,ACEXCLUDE;FIN;USECO;HEADS;CEN;CECO;US;EXE;RIF;BIZNEWS;USGOV;BUSINESS;USSENATE;GOVMISC;COS;CNG;GOV;NORTHAM;MSCINAMER;MSCIWORLD;ECO;G7ECOS;FED;WNEWS;FINNEWS;METALKEY;G8;ACEXCLUDE;FIN;REGIONFILT;USECO;CMDKEY;PLCYREGION;GEN;CEN;CECO;HEADS;POLIRISK;PLCY;WORLD;US;EXE;RIF;FEDSPKHEAD;DEBTKEY;FLASHG7;SPREGIONS;BIZNEWS;USGOV;BUSINESS;NRGKEY;BGOVCODES;USSENATE;AGRKEY;DEVECO;SRCRANK1;GOVMISC;BONDWIRES;PLCYMAJOR;CMDGLOMAC;MISC;COS;G7MEMB;G10MEMB;FIASST;CONEWS;FXKEY;CNG;FEDSPEAK;FIALL;GOV;REPPARTY;OILKEY;DC;RATESKEY;NORTHAM;MSCINAMER;GLOBALMACR;MSCIWORLD;BROKERLITE;BZNEWS;RUNEWS;ECO;G7ECOS;POL;FED;ELECT;INDUSTRIES;WNEWS;EQUITYKEY;CREDITKEY;BGOVBILLGO;FINNEWS,15046536;16703121;1708206;1252249,1252249,trump1,-9999,0,9a0df921831347a29422b41e90ea72b9,-9999,0.9
OYT3BE6TTDS0,2017-11-02T19:54:50.508+00:00,*SEN. SCOTT SAYS WANTED TRUMP TO PICK TAYLOR FOR FED CHAIR,ACEXCLUDE;FIN;USECO;HEADS;CEN;CECO;US;EXE;RIF;BIZNEWS;USGOV;BUSINESS;USSENATE;GOVMISC;COS;CNG;GOV;NORTHAM;MSCINAMER;MSCIWORLD;ECO;G7ECOS;FED;WNEWS;FINNEWS;METALKEY;G8;ACEXCLUDE;FIN;REGIONFILT;USECO;CMDKEY;GEN;CEN;CECO;HEADS;POLIRISK;WORLD;US;EXE;RIF;DEBTKEY;FLASHG7;SPREGIONS;BIZNEWS;USGOV;BUSINESS;NRGKEY;BGOVCODES;USSENATE;AGRKEY;DEVECO;SRCRANK1;GOVMISC;BONDWIRES;CMDGLOMAC;MISC;COS;G7MEMB;G10MEMB;FIASST;CONEWS;FXKEY;CNG;FIALL;GOV;OILKEY;DC;RATESKEY;NORTHAM;MSCINAMER;GLOBALMACR;MSCIWORLD;BROKERLITE;BZNEWS;RUNEWS;ECO;G7ECOS;FED;INDUSTRIES;WNEWS;EQUITYKEY;CREDITKEY;BGOVBILLGO;FINNEWS,15046536;16703121;1708206;1252249,1252249,trump1,-9999,0,8b6d00d3e52e46da8173045da1228543,-9999,1.0
SDVIGKNQ9PMO,2024-05-22T06:09:57.069+00:00,*UK PRIME MINISTER SUNAK SAYS INFLATION IS `BACK TO NORMAL',BOE;BIZNEWS;MSCIWORLD;UKECO;FIN;ACEXCLUDE;BUSINESS;HEADS;INF;G7ECOS;MARKETS;GOV;BFWFI;BFWRATE;GOVMISC;FXKEY;CEN;EUROPE;BNK;FRX;CECO;COS;ECO;FINNEWS;MMK;BON;UK;MSCIDVEUR;BFWFX;METALKEY;BOE;BIZNEWS;MSCIWORLD;GLOBALMACR;ECOSTAT;UKECO;FIN;ACEXCLUDE;DEBTKEY;BUSINESS;G7MEMB;BONDWIRES;HEADS;UKPM;INF;MISC;BFWFOCUS;GOVPL;G7ECOS;FIALL;MARKETS;GOV;BFWFI;EMEAREGION;CREDITKEY;EQUITYKEY;AGRKEY;BFWRATE;BGOVBILLGO;WORLD;GOVMISC;COMMONW;FXKEY;IGO;INDUSTRIES;DEVECO;OILKEY;CEN;G10MEMB;EUROPE;BROKERLITE;BNK;ECOINDIC;FRX;ESCB;CMDKEY;CECO;COS;SRCRANK1;ECO;BGOVCODES;FINNEWS;FLASHG7;MMK;SPREGIONS;POLIRISK;NRGKEY;FIRSTWORD;CMDGLOMAC;UKGOV;BON;G8;UK;RATESKEY;MSCIDVEUR;WEU;FIASST;BFWFX,1711158;21204172,21204172,sunak,0,1,92a49441c28546c7aa1490218c26a019,0,0.9
QNZK2YBXZE9S,2021-02-04T03:52:10.471+00:00,"*YELLEN MEETING TO INCLUDE FEDERAL RESERVE BANK OF NY, CFTC",BIZNEWS;MSCIWORLD;NORTHAM;USGOV;ACEXCLUDE;BUSINESS;HEADS;MARKETS;GOV;CMD;US;CMDX;EXE;TRE;CMDKEY;MSCINAMER;FINNEWS;FINMIN;METALKEY;BIZNEWS;MSCIWORLD;NORTHAM;GLOBALMACR;FIN;USGOV;ACEXCLUDE;DEBTKEY;BUSINESS;G7MEMB;BONDWIRES;MKTMISC;HEADS;MISC;G7ECOS;FIALL;MARKETS;GOV;CMD;US;CREDITKEY;EQUITYKEY;AGRKEY;CMDX;EXE;BGOVBILLGO;WORLD;GOVMISC;CMDMISC;FXKEY;INDUSTRIES;DEVECO;OILKEY;CEN;G10MEMB;GEN;BROKERLITE;TRE;CMDKEY;CECO;MKTREG;COS;SRCRANK1;ECO;MSCINAMER;BGOVCODES;FINNEWS;CFT;DC;FLASHG7;SPREGIONS;POLIRISK;NRGKEY;RULES;CMDGLOMAC;G8;FINREG;RATESKEY;FIASST;FINMIN,21101649;1442491,1442491,yellen,-9999,0,1d2e6e35bdb048d1a9eafd456a71deb3,-9999,1.0
RFJ5YRT0AFB4,2022-07-24T15:06:27.624+00:00,*YELLEN: EXPECT FED'S ANTI-INFLATION POLICIES TO BE SUCCESSFUL,BIZNEWS;MSCIWORLD;NORTHAM;USGOV;ACEXCLUDE;BUSINESS;HEADS;INF;G7ECOS;BFWGOV;GOV;US;USECO;GOVMISC;RIF;BFWDC;TRE;CECO;ECO;MSCINAMER;FINNEWS;FINMIN;METALKEY;BIZNEWS;MSCIWORLD;NORTHAM;GLOBALMACR;ECOSTAT;USGOV;ACEXCLUDE;DEBTKEY;BUSINESS;G7MEMB;BONDWIRES;HEADS;INF;MISC;G7ECOS;FIALL;BFWGOV;GOV;US;REGIONFILT;CREDITKEY;RUNEWS;EQUITYKEY;AGRKEY;USECO;BGOVBILLGO;WORLD;GOVMISC;FXKEY;DEVECO;OILKEY;CEN;G10MEMB;RIF;BFWDC;BROKERLITE;TRE;ECOINDIC;CMDKEY;CECO;SRCRANK1;POSITIVE;ECO;MSCINAMER;BGOVCODES;FINNEWS;DC;FLASHG7;SPREGIONS;POLIRISK;NRGKEY;FIRSTWORD;CMDGLOMAC;G8;RATESKEY;FIASST;FINMIN,1442491;16325166,1442491,yellen,0,1,3808b91c2e394d619519414363cf723d,1,0.9
Q6ZDNTDWLU6D,2020-03-10T14:02:17.342+00:00,*TRUMP: FED SHOULD GET RATE DOWN TO LEVELS OF COMPETITOR NATIONS,BIZNEWS;MSCIWORLD;NORTHAM;EDITPLUS;USGOV;ACEXCLUDE;BUSINESS;HEADS;G7ECOS;BFWGOV;GOV;US;USECO;EXE;POL;GOVMISC;CEN;BFWDC;CECO;ECO;MSCINAMER;FINNEWS;FED;METALKEY;BIZNEWS;MSCIWORLD;NORTHAM;GLOBALMACR;EDITPLUS;USGOV;ACEXCLUDE;DEBTKEY;BUSINESS;G7MEMB;BONDWIRES;HEADS;MISC;G7ECOS;FIALL;MARKETS;BFWGOV;GOV;US;REGIONFILT;CREDITKEY;RUNEWS;EQUITYKEY;AGRKEY;USECO;EXE;BGOVBILLGO;POL;WORLD;GOVMISC;FXKEY;DEVECO;OILKEY;CEN;G10MEMB;GEN;BFWDC;BROKERLITE;CMDKEY;CECO;SRCRANK1;ECO;MSCINAMER;BGOVCODES;FINNEWS;CBRATES;BZNEWS;DC;FLASHG7;FED;MONETARY;SPREGIONS;POLIRISK;NRGKEY;FIRSTWORD;CMDGLOMAC;BON;G8;RATESKEY;FIASST,1252249;15038944,1252249,trump1,1,1,79beacaa0f1c4c1db4f4540d104f2b0d,2,1.0
